epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7912747859954834,0.7314293384552002,0.001,0.9645325541496277,0.11939931660890579
1,0.9324016571044922,0.22738800942897797,0.001,0.9616997241973877,0.12523674964904785
2,0.9492225646972656,0.16905292868614197,0.001,0.9757506847381592,0.08030466735363007
3,0.9574063420295715,0.14005139470100403,0.001,0.9741643071174622,0.08684337884187698
4,0.9632357358932495,0.12231723964214325,0.001,0.978923499584198,0.0740760788321495
5,0.9656909108161926,0.11041359603404999,0.001,0.9671388268470764,0.10204117000102997
6,0.9693925380706787,0.10316067934036255,0.001,0.979150116443634,0.07493124902248383
7,0.9706893563270569,0.09474524855613708,0.001,0.9818696975708008,0.0750005915760994
8,0.9736984372138977,0.08836613595485687,0.001,0.9826629161834717,0.06361404061317444
9,0.9751212000846863,0.08408001065254211,0.001,0.980056643486023,0.07180146872997284
10,0.9753603935241699,0.07974515855312347,0.001,0.9832294583320618,0.0644465982913971
11,0.9768334627151489,0.0772966742515564,0.001,0.9817563891410828,0.06871211528778076
12,0.9774755835533142,0.07456592470407486,0.001,0.978923499584198,0.07645650207996368
13,0.9780799746513367,0.07121718674898148,0.001,0.9830028414726257,0.05682216212153435
14,0.9793641567230225,0.06882622092962265,0.001,0.9815297722816467,0.061531513929367065
15,0.9798048734664917,0.06856419146060944,0.001,0.9823229312896729,0.0633280873298645
16,0.9800818562507629,0.0653207004070282,0.001,0.9851558208465576,0.057099517434835434
17,0.9797545075416565,0.06424591690301895,0.001,0.9851558208465576,0.05719665810465813
18,0.9820459485054016,0.05996575579047203,0.001,0.9850425124168396,0.059480782598257065
19,0.98228520154953,0.05754198133945465,0.001,0.978583574295044,0.08773192018270493
20,0.9825243949890137,0.05667719617486,0.001,0.9835693836212158,0.06736629456281662
21,0.9869562387466431,0.042527180165052414,0.000100000005,0.9885552525520325,0.049754902720451355
22,0.9891470074653625,0.034586142748594284,0.000100000005,0.9878753423690796,0.0491119921207428
23,0.9904060363769531,0.03169802576303482,0.000100000005,0.9885552525520325,0.04724620282649994
24,0.9909348487854004,0.03002959117293358,0.000100000005,0.9876487255096436,0.04816346615552902
25,0.9913377165794373,0.02927466295659542,0.000100000005,0.9879886507987976,0.04958084970712662
26,0.9915643930435181,0.0284587275236845,0.000100000005,0.9893484711647034,0.045376360416412354
27,0.9915140271186829,0.02875937893986702,0.000100000005,0.9884419441223145,0.044421661645174026
28,0.9915391802787781,0.02795846201479435,0.000100000005,0.9881019592285156,0.048803165555000305
29,0.9915643930435181,0.027189726009964943,0.000100000005,0.9887818694114685,0.04564530402421951
30,0.9919672608375549,0.02573743835091591,0.000100000005,0.9887818694114685,0.043549567461013794
31,0.9919421076774597,0.026036852970719337,0.000100000005,0.9882152676582336,0.04684023931622505
32,0.9920302033424377,0.02656679041683674,0.000100000005,0.9891217947006226,0.046257633715867996
33,0.9925338625907898,0.02443697117269039,0.000100000005,0.9883286356925964,0.044153712689876556
34,0.9925338625907898,0.025115927681326866,0.000100000005,0.9885552525520325,0.046163395047187805
35,0.992697536945343,0.024001361802220345,0.000100000005,0.9882152676582336,0.047563258558511734
36,0.9926597476005554,0.023437706753611565,0.000100000005,0.9887818694114685,0.04655597358942032
37,0.9928989410400391,0.022552620619535446,0.000100000005,0.9885552525520325,0.04530473053455353
38,0.9925086498260498,0.02360227145254612,1.0000001e-05,0.9884419441223145,0.045657746493816376
39,0.9932766556739807,0.022040830925107002,1.0000001e-05,0.9883286356925964,0.04578089714050293
