epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6631539463996887,1.151991844177246,0.001,0.9062889814376831,0.2676994204521179
1,0.8988857269287109,0.3168168365955353,0.001,0.9294050931930542,0.21402761340141296
2,0.9239912033081055,0.24027544260025024,0.001,0.9585269093513489,0.1258571445941925
3,0.9375889301300049,0.19998425245285034,0.001,0.9272521138191223,0.252778559923172
4,0.9464778304100037,0.17554986476898193,0.001,0.95762038230896,0.13500885665416718
5,0.9513754844665527,0.16007885336875916,0.001,0.9628328680992126,0.12611180543899536
6,0.9563865065574646,0.14679695665836334,0.001,0.9751841425895691,0.09148617088794708
7,0.9603525400161743,0.13483449816703796,0.001,0.9616997241973877,0.1377916783094406
8,0.9621781706809998,0.1288188248872757,0.001,0.9657790660858154,0.12881775200366974
9,0.965287983417511,0.11989038437604904,0.001,0.9494617581367493,0.2084064781665802
10,0.9666478037834167,0.11632359772920609,0.001,0.976317286491394,0.09072999656200409
11,0.9675165414810181,0.1133580207824707,0.001,0.9780169725418091,0.09257397055625916
12,0.9689644575119019,0.11007669568061829,0.001,0.977450430393219,0.0828348770737648
13,0.9695435762405396,0.10343091934919357,0.001,0.955127477645874,0.16493543982505798
14,0.9722631573677063,0.09986578673124313,0.001,0.9721246361732483,0.10840249061584473
15,0.9723890423774719,0.09645997732877731,0.001,0.9730311632156372,0.10766900330781937
16,0.9732703566551208,0.09510509669780731,0.001,0.9703116416931152,0.10732045769691467
17,0.9753981828689575,0.0884288102388382,0.001,0.9793767929077148,0.07830514758825302
18,0.9735221862792969,0.09437903016805649,0.001,0.9743909239768982,0.10311555117368698
19,0.9752848744392395,0.08826526999473572,0.001,0.9724645614624023,0.11512826383113861
20,0.9760150909423828,0.08486662060022354,0.001,0.9835693836212158,0.0688336193561554
21,0.9768586754798889,0.08492584526538849,0.001,0.9779036641120911,0.09235230833292007
22,0.9767327904701233,0.08361736685037613,0.001,0.9729178547859192,0.11005454510450363
23,0.9780043959617615,0.07815835624933243,0.001,0.9771105051040649,0.0991566851735115
24,0.9780043959617615,0.07997862994670868,0.001,0.9781303405761719,0.08986852318048477
25,0.9777526259422302,0.07972948253154755,0.001,0.9678186774253845,0.13952165842056274
26,0.9780043959617615,0.07975883036851883,0.001,0.9784702658653259,0.08861776441335678
27,0.9788857698440552,0.07559604197740555,0.001,0.9737110733985901,0.11270073801279068
28,0.9842115044593811,0.05596321076154709,0.000100000005,0.9828895330429077,0.06957452744245529
29,0.9862637519836426,0.04691343382000923,0.000100000005,0.9822096228599548,0.07635457813739777
