epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.7238149046897888,0.938948392868042,0.001,0.9357507228851318,0.20635154843330383
1,0.8991249799728394,0.32492923736572266,0.001,0.9653257727622986,0.11479713767766953
2,0.9229713678359985,0.24785684049129486,0.001,0.9629461765289307,0.11959144473075867
3,0.9374881982803345,0.20493124425411224,0.001,0.953654408454895,0.15146377682685852
4,0.9450802803039551,0.17812424898147583,0.001,0.9779036641120911,0.08158829063177109
5,0.9503430724143982,0.1615176945924759,0.001,0.9715580940246582,0.09393852204084396
6,0.9544979333877563,0.1492423266172409,0.001,0.9781303405761719,0.07921044528484344
7,0.9576833248138428,0.139277845621109,0.001,0.9768838286399841,0.07896224409341812
8,0.9603776931762695,0.13114045560359955,0.001,0.9780169725418091,0.07954707741737366
9,0.9630216956138611,0.12153594195842743,0.001,0.9808498620986938,0.06644544005393982
10,0.9648095965385437,0.11355612426996231,0.001,0.9824362397193909,0.06418056786060333
11,0.9674409627914429,0.10821572691202164,0.001,0.9834560751914978,0.05884028226137161
12,0.9696065187454224,0.1023666188120842,0.001,0.9827762246131897,0.06499139964580536
13,0.9699590802192688,0.1004670187830925,0.001,0.9836826920509338,0.06392268091440201
14,0.9718602299690247,0.09360866993665695,0.001,0.9845892190933228,0.055624425411224365
15,0.9710922241210938,0.09272360056638718,0.001,0.9813030958175659,0.07035396248102188
16,0.9726786017417908,0.08867110311985016,0.001,0.9844759106636047,0.05549469217658043
17,0.9743531346321106,0.08688705414533615,0.001,0.9834560751914978,0.06016608327627182
18,0.9753352403640747,0.08253173530101776,0.001,0.9861756563186646,0.05622709169983864
19,0.9748945832252502,0.0825384184718132,0.001,0.9857223629951477,0.0585409440100193
20,0.9752219319343567,0.08041480928659439,0.001,0.9847025275230408,0.06025993078947067
21,0.9763550758361816,0.07987595349550247,0.001,0.9867421984672546,0.055003803223371506
22,0.9775385856628418,0.07419346272945404,0.001,0.9875354170799255,0.04929215461015701
23,0.9772741794586182,0.07486265152692795,0.001,0.9852691292762756,0.053303807973861694
24,0.9783443212509155,0.070030577480793,0.001,0.9876487255096436,0.054034601897001266
25,0.9774378538131714,0.07220113277435303,0.001,0.9881019592285156,0.04934931918978691
26,0.9787724018096924,0.07023254036903381,0.001,0.9852691292762756,0.05288377031683922
27,0.9801447987556458,0.06606613099575043,0.001,0.9854957461357117,0.05977918207645416
28,0.980195164680481,0.06434406340122223,0.001,0.9870821237564087,0.053227655589580536
29,0.9803966283798218,0.06474082916975021,0.001,0.9878753423690796,0.04770645126700401
30,0.9809757471084595,0.06403739005327225,0.001,0.9875354170799255,0.05606546625494957
31,0.9815045595169067,0.06126723811030388,0.001,0.9879886507987976,0.047615908086299896
32,0.9820837378501892,0.060230404138565063,0.001,0.9883286356925964,0.048906587064266205
33,0.9814541935920715,0.06036404147744179,0.001,0.9892351031303406,0.04555853456258774
34,0.9826754927635193,0.059167347848415375,0.001,0.9884419441223145,0.04784049093723297
35,0.9826502799987793,0.05782501772046089,0.001,0.9877620339393616,0.05873478576540947
36,0.9825495481491089,0.058354008942842484,0.001,0.9893484711647034,0.04788415506482124
37,0.983619749546051,0.055823151022195816,0.001,0.9893484711647034,0.052317291498184204
38,0.9834812879562378,0.055927202105522156,0.001,0.9874221086502075,0.05166317895054817
39,0.9848158359527588,0.0509645938873291,0.001,0.9879886507987976,0.05511517450213432
40,0.9840478301048279,0.052920568734407425,0.001,0.9866288900375366,0.052251894026994705
41,0.9868303537368774,0.04190034791827202,0.000100000005,0.9893484711647034,0.04814920946955681
42,0.9884670972824097,0.03806886449456215,0.000100000005,0.9894617795944214,0.0483037605881691
